Title,Handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,Diamond Shape (product.metafields.custom.diamond_shape),Diamond Colour (product.metafields.custom.diamond_colour),Diamond Clarity (product.metafields.custom.diamond_clarity),Total Carat Weight (product.metafields.custom.total_carat_weight),Setting Style (product.metafields.custom.setting_style),Made In (product.metafields.custom.made_in)
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-14KW-LAB,,,14K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-14KW-NAT,,,14K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-18KY-LAB,,,18K Yellow Gold,,,Lab Grown,,,,,2790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-18KY-NAT,,,18K Yellow Gold,,,Natural,,,,,3990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-18KR-LAB,,,18K Rose Gold,,,Lab Grown,,,,,6290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-18KR-NAT,,,18K Rose Gold,,,Natural,,,,,4590,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-18KW-LAB,,,18K White Gold,,,Lab Grown,,,,,7390,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-18KW-NAT,,,18K White Gold,,,Natural,,,,,14090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-PT-LAB,,,Platinum,,,Lab Grown,,,,,3090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celestia-princess-halo-drop-earrings,,,,,,,,EAR0001-PT-NAT,,,Platinum,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelia Pavé Teardrop Huggie Earrings,aurelia-pave-teardrop-huggie-earrings,"The Aurelia Pavé Teardrop Huggie Earrings combine the comfort of modern huggies with an elegant open teardrop silhouette, beautifully pavé-set with brilliant round diamonds.<!-- split --><p>The Aurelia Pavé Teardrop Huggie Earrings are crafted in Australia to bring together contemporary design and timeless elegance. Featuring an elegant open teardrop silhouette, each earring is delicately pavé-set with brilliant round diamonds that create exceptional sparkle from every angle. The sculptural double-loop design adds depth and dimension while maintaining the lightweight comfort of a classic huggie.</p><p>Available in your choice of premium gold or platinum, these versatile earrings transition effortlessly from everyday sophistication to evening elegance, making them a timeless addition to any jewellery collection.</p>",Arlena,Apparel & Accessories > Jewelry > Earrings,Earrings,"Earrings, Huggie Earrings, Teardrop Earrings, Pavé Diamond, Round Brilliant, Diamond Earrings, Luxury Jewellery, Fine Jewellery, Arlena, Made in Australia",TRUE,active,EAR0002-10KY-LAB,,Metal,10K Yellow Gold,,Diamond,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,FALSE,Aurelia Pavé Teardrop Huggie Earrings | Arlena,Discover the Aurelia Pavé Teardrop Huggie Earrings by Arlena. Crafted in Australia with brilliant pavé diamonds in premium gold or platinum.,,,,,,,,New,FALSE,,,,,,Round Brilliant,,,Approx. 0.365 ct,"Pavé, Huggie",Australia
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-10KY-NAT,,,10K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-10KR-LAB,,,10K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-10KR-NAT,,,10K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-10KW-LAB,,,10K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-10KW-NAT,,,10K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-14KY-LAB,,,14K Yellow Gold,,,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-14KY-NAT,,,14K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-14KR-LAB,,,14K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-14KR-NAT,,,14K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-14KW-LAB,,,14K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-14KW-NAT,,,14K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-18KY-LAB,,,18K Yellow Gold,,,Lab Grown,,,,,2790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-18KY-NAT,,,18K Yellow Gold,,,Natural,,,,,3990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-18KR-LAB,,,18K Rose Gold,,,Lab Grown,,,,,6290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-18KR-NAT,,,18K Rose Gold,,,Natural,,,,,4590,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-18KW-LAB,,,18K White Gold,,,Lab Grown,,,,,7390,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-18KW-NAT,,,18K White Gold,,,Natural,,,,,14090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-PT-LAB,,,Platinum,,,Lab Grown,,,,,3090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-pave-teardrop-huggie-earrings,,,,,,,,EAR0002-PT-NAT,,,Platinum,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Celeste Diamond Huggie Hoop Earrings,celeste-diamond-huggie-hoop-earrings,"The Celeste Diamond Huggie Hoop Earrings showcase a refined inside-out diamond design with a continuous row of brilliant round diamonds that maximise sparkle from every angle.<!-- split --><p>The Celeste Diamond Huggie Hoop Earrings showcase a refined inside-out diamond design with a continuous row of brilliant round diamonds that maximise sparkle from every angle. Crafted in Australia and available in your choice of premium gold or platinum, the sleek modern huggie silhouette and secure hinged closure provide exceptional comfort while delivering timeless elegance.</p><p>Their balanced proportions and luxurious brilliance make these earrings an effortlessly versatile piece, perfect for everyday sophistication and elevated evening wear.</p>",Arlena,Apparel & Accessories > Jewelry > Earrings,Earrings,"Earrings, Huggie Earrings, Hoop Earrings, Diamond Hoop Earrings, Inside-Out Hoops, Round Brilliant, Luxury Jewellery, Fine Jewellery, Arlena, Made in Australia",TRUE,active,EAR0003-10KY-LAB,,Metal,10K Yellow Gold,,Diamond,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,FALSE,Celeste Diamond Huggie Hoop Earrings | Arlena,Discover the Celeste Diamond Huggie Hoop Earrings by Arlena. Crafted in Australia with brilliant round diamonds in premium gold or platinum.,,,,,,,,New,FALSE,,,,,,Round Brilliant,,,Approx. 0.70 ct,"Claw, Inside-Out",Australia
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-10KY-NAT,,,10K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-10KR-LAB,,,10K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-10KR-NAT,,,10K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-10KW-LAB,,,10K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-10KW-NAT,,,10K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-14KY-LAB,,,14K Yellow Gold,,,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-14KY-NAT,,,14K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-14KR-LAB,,,14K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-14KR-NAT,,,14K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-14KW-LAB,,,14K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-14KW-NAT,,,14K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-18KY-LAB,,,18K Yellow Gold,,,Lab Grown,,,,,2790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-18KY-NAT,,,18K Yellow Gold,,,Natural,,,,,3990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-18KR-LAB,,,18K Rose Gold,,,Lab Grown,,,,,6290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-18KR-NAT,,,18K Rose Gold,,,Natural,,,,,4590,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-18KW-LAB,,,18K White Gold,,,Lab Grown,,,,,7390,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-18KW-NAT,,,18K White Gold,,,Natural,,,,,14090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-PT-LAB,,,Platinum,,,Lab Grown,,,,,3090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,celeste-diamond-huggie-hoop-earrings,,,,,,,,EAR0003-PT-NAT,,,Platinum,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora Diamond Inside-Out Huggie Hoop Earrings,aurora-diamond-inside-out-huggie-hoop-earrings,"The Aurora Diamond Inside-Out Huggie Hoop Earrings feature a seamless row of brilliant round diamonds flowing across the front and inner curve of each hoop, creating exceptional sparkle from every angle.<!-- split --><p>The Aurora Diamond Inside-Out Huggie Hoop Earrings feature a seamless row of brilliant round diamonds flowing across the front and inner curve of each hoop, creating an uninterrupted display of sparkle from every angle.</p><p>Crafted in Australia and available in your choice of premium gold or platinum, these earrings are designed with a refined shared-prong setting and secure hinged closure, combining contemporary elegance with everyday comfort. Their timeless silhouette and exceptional brilliance make them an effortlessly versatile piece, perfect for everyday luxury and elevated evening wear.</p>",Arlena,Apparel & Accessories > Jewelry > Earrings,Earrings,"Earrings, Huggie Earrings, Hoop Earrings, Inside-Out Hoops, Diamond Hoop Earrings, Round Brilliant, Shared Prong, Luxury Jewellery, Fine Jewellery, Arlena, Made in Australia",TRUE,active,EAR0004-10KY-LAB,,Metal,10K Yellow Gold,,Diamond,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,FALSE,Aurora Diamond Inside-Out Huggie Hoop Earrings | Arlena,Discover the Aurora Diamond Inside-Out Huggie Hoop Earrings by Arlena. Crafted in Australia with brilliant round diamonds in premium gold or platinum.,,,,,,,,New,FALSE,,,,,,Round Brilliant,,,Approx. 1.60 ct,"Shared Prong, Inside-Out",Australia
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-10KY-NAT,,,10K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-10KR-LAB,,,10K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-10KR-NAT,,,10K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-10KW-LAB,,,10K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-10KW-NAT,,,10K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-14KY-LAB,,,14K Yellow Gold,,,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-14KY-NAT,,,14K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-14KR-LAB,,,14K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-14KR-NAT,,,14K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-14KW-LAB,,,14K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-14KW-NAT,,,14K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-18KY-LAB,,,18K Yellow Gold,,,Lab Grown,,,,,2790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-18KY-NAT,,,18K Yellow Gold,,,Natural,,,,,3990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-18KR-LAB,,,18K Rose Gold,,,Lab Grown,,,,,6290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-18KR-NAT,,,18K Rose Gold,,,Natural,,,,,4590,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-18KW-LAB,,,18K White Gold,,,Lab Grown,,,,,7390,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-18KW-NAT,,,18K White Gold,,,Natural,,,,,14090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-PT-LAB,,,Platinum,,,Lab Grown,,,,,3090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurora-diamond-inside-out-huggie-hoop-earrings,,,,,,,,EAR0004-PT-NAT,,,Platinum,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
