Title,Handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,Diamond Shape (product.metafields.custom.diamond_shape),Diamond Colour (product.metafields.custom.diamond_colour),Diamond Clarity (product.metafields.custom.diamond_clarity),Setting Style (product.metafields.custom.setting_style),Made In (product.metafields.custom.made_in)
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-14KWh-NAT-100ct,,Metal,14K White Gold,,Diamond,Natural,,Carat Weight,1.00ct,,7390.00,8498.50,2956.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-14KWh-NAT-200ct,,Metal,14K White Gold,,Diamond,Natural,,Carat Weight,2.00ct,,14090.00,16203.50,5636.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-18KYe-LAB-050ct,,Metal,18K Yellow Gold,,Diamond,Lab Grown,,Carat Weight,0.50ct,,3090.00,3553.50,1236.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-18KYe-LAB-100ct,,Metal,18K Yellow Gold,,Diamond,Lab Grown,,Carat Weight,1.00ct,,4290.00,4933.50,1716.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-18KYe-LAB-200ct,,Metal,18K Yellow Gold,,Diamond,Lab Grown,,Carat Weight,2.00ct,,6590.00,7578.50,2636.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-18KYe-NAT-050ct,,Metal,18K Yellow Gold,,Diamond,Natural,,Carat Weight,0.50ct,,4890.00,5623.50,1956.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-18KYe-NAT-100ct,,Metal,18K Yellow Gold,,Diamond,Natural,,Carat Weight,1.00ct,,7690.00,8843.50,3076.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-18KYe-NAT-200ct,,Metal,18K Yellow Gold,,Diamond,Natural,,Carat Weight,2.00ct,,14390.00,16548.50,5756.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-Plati-LAB-050ct,,Metal,Platinum,,Diamond,Lab Grown,,Carat Weight,0.50ct,,3390.00,3898.50,1356.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-Plati-LAB-100ct,,Metal,Platinum,,Diamond,Lab Grown,,Carat Weight,1.00ct,,4590.00,5278.50,1836.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-Plati-LAB-200ct,,Metal,Platinum,,Diamond,Lab Grown,,Carat Weight,2.00ct,,6890.00,7923.50,2756.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-Plati-NAT-050ct,,Metal,Platinum,,Diamond,Natural,,Carat Weight,0.50ct,,5190.00,5968.50,2076.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-Plati-NAT-100ct,,Metal,Platinum,,Diamond,Natural,,Carat Weight,1.00ct,,7990.00,9188.50,3196.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-Plati-NAT-200ct,,Metal,Platinum,,Diamond,Natural,,Carat Weight,2.00ct,,14690.00,16893.50,5876.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
